scooter_id,timestamp,lat,lon,battery,ride_status
SCOOTER_049,2023-01-01T18:23:45,48.867253,2.374252,79.82,stop
SCOOTER_030,2023-01-01T18:24:00,48.89674,2.367121,61.11,stop
SCOOTER_013,2023-01-01T18:24:15,48.894505,2.342665,69.97,start
SCOOTER_045,2023-01-01T18:24:30,48.877694,2.381698,32.2,start
SCOOTER_040,2023-01-01T18:24:45,48.889112,2.348292,21.42,idle
SCOOTER_028,2023-01-01T18:25:00,48.878443,2.3782,60.08,idle
SCOOTER_041,2023-01-01T18:25:15,48.854175,2.359688,89.92,stop
SCOOTER_040,2023-01-01T18:25:30,48.899344,2.372391,18.57,start
SCOOTER_024,2023-01-01T18:25:45,48.850595,2.388361,97.53,idle
SCOOTER_002,2023-01-01T18:26:00,48.896949,2.36709,10.85,idle
SCOOTER_029,2023-01-01T18:26:15,48.897268,2.384912,33.72,idle
SCOOTER_049,2023-01-01T18:26:30,48.860605,2.377151,80.1,stop
SCOOTER_034,2023-01-01T18:26:45,48.85781,2.345533,66.93,start
SCOOTER_030,2023-01-01T18:27:00,48.881534,2.347293,13.19,start
SCOOTER_009,2023-01-01T18:27:15,48.85364,2.340159,24.92,idle
SCOOTER_002,2023-01-01T18:27:30,48.856322,2.368666,15.16,start
SCOOTER_049,2023-01-01T18:27:45,48.871297,2.382796,46.01,stop
SCOOTER_045,2023-01-01T18:28:00,48.879206,2.388728,40.05,start
SCOOTER_029,2023-01-01T18:28:15,48.850875,2.386088,66.37,stop
SCOOTER_043,2023-01-01T18:28:30,48.868584,2.356297,55.98,idle
SCOOTER_042,2023-01-01T18:28:45,48.857746,2.343824,48.82,start
SCOOTER_009,2023-01-01T18:29:00,48.872671,2.380109,45.56,start
SCOOTER_049,2023-01-01T18:29:15,48.881095,2.370302,74.02,idle
SCOOTER_008,2023-01-01T18:29:30,48.856172,2.354878,52.86,stop
SCOOTER_040,2023-01-01T18:29:45,48.868531,2.374174,32.89,stop
SCOOTER_050,2023-01-01T18:30:00,48.899124,2.366387,88.37,stop
SCOOTER_041,2023-01-01T18:30:15,48.850039,2.346436,98.26,stop
SCOOTER_040,2023-01-01T18:30:30,48.876316,2.371584,69.24,stop
SCOOTER_032,2023-01-01T18:30:45,48.868397,2.359309,19.38,start
SCOOTER_014,2023-01-01T18:31:00,48.874039,2.361843,67.78,idle
SCOOTER_048,2023-01-01T18:31:15,48.889563,2.36097,74.49,start
SCOOTER_013,2023-01-01T18:31:30,48.855589,2.38664,46.33,stop
SCOOTER_046,2023-01-01T18:31:45,48.876591,2.375742,91.25,start
SCOOTER_018,2023-01-01T18:32:00,48.871573,2.346471,45.41,stop
SCOOTER_011,2023-01-01T18:32:15,48.853004,2.344907,49.9,idle
SCOOTER_014,2023-01-01T18:32:30,48.866004,2.370323,89.08,idle
SCOOTER_041,2023-01-01T18:32:45,48.856681,2.36827,73.99,stop
SCOOTER_041,2023-01-01T18:33:00,48.888191,2.382425,45.98,stop
SCOOTER_027,2023-01-01T18:33:15,48.88023,2.384539,70.65,start
SCOOTER_026,2023-01-01T18:33:30,48.865887,2.376747,16.89,start
SCOOTER_018,2023-01-01T18:33:45,48.883002,2.371936,59.15,idle
SCOOTER_044,2023-01-01T18:34:00,48.885538,2.362725,35.18,start
SCOOTER_031,2023-01-01T18:34:15,48.885509,2.372461,18.22,idle
SCOOTER_047,2023-01-01T18:34:30,48.874664,2.373955,57.23,stop
SCOOTER_040,2023-01-01T18:34:45,48.861922,2.363648,55.49,idle
SCOOTER_030,2023-01-01T18:35:00,48.874049,2.35378,95.55,stop
SCOOTER_014,2023-01-01T18:35:15,48.872112,2.347988,81.85,stop
SCOOTER_011,2023-01-01T18:35:30,48.895753,2.3854,11.72,start
SCOOTER_040,2023-01-01T18:35:45,48.879445,2.348241,32.27,stop
SCOOTER_013,2023-01-01T18:36:00,48.877797,2.362884,16.75,idle
SCOOTER_044,2023-01-01T18:36:15,48.896624,2.362012,13.75,start
SCOOTER_001,2023-01-01T18:36:30,48.861825,2.382293,84.91,start
SCOOTER_006,2023-01-01T18:36:45,48.865023,2.366404,24.14,stop
SCOOTER_011,2023-01-01T18:37:00,48.898262,2.347995,28.73,idle
SCOOTER_007,2023-01-01T18:37:15,48.877125,2.359336,99.93,idle
SCOOTER_048,2023-01-01T18:37:30,48.897731,2.345289,74.51,stop
SCOOTER_034,2023-01-01T18:37:45,48.887144,2.364664,29.9,stop
SCOOTER_013,2023-01-01T18:38:00,48.865968,2.353812,90.57,idle
SCOOTER_005,2023-01-01T18:38:15,48.860477,2.388663,64.96,stop
SCOOTER_006,2023-01-01T18:38:30,48.888182,2.377991,87.81,idle
SCOOTER_018,2023-01-01T18:38:45,48.873829,2.342358,26.39,start
SCOOTER_013,2023-01-01T18:39:00,48.88207,2.363108,42.74,idle
SCOOTER_008,2023-01-01T18:39:15,48.859837,2.341256,88.17,idle
SCOOTER_027,2023-01-01T18:39:30,48.893445,2.364221,15.66,idle
SCOOTER_046,2023-01-01T18:39:45,48.860216,2.389333,25.04,stop
SCOOTER_003,2023-01-01T18:40:00,48.869227,2.385569,18.15,idle
SCOOTER_012,2023-01-01T18:40:15,48.875019,2.353148,20.59,start
SCOOTER_017,2023-01-01T18:40:30,48.872721,2.349371,98.5,start
SCOOTER_017,2023-01-01T18:40:45,48.895711,2.356833,35.57,start
SCOOTER_001,2023-01-01T18:41:00,48.897438,2.372179,27.48,idle
SCOOTER_023,2023-01-01T18:41:15,48.850497,2.377289,69.97,stop
SCOOTER_040,2023-01-01T18:41:30,48.857859,2.367359,76.27,stop
SCOOTER_020,2023-01-01T18:41:45,48.896485,2.361394,63.98,start
SCOOTER_018,2023-01-01T18:42:00,48.872309,2.376286,63.41,start
SCOOTER_005,2023-01-01T18:42:15,48.884605,2.379175,27.63,idle
SCOOTER_046,2023-01-01T18:42:30,48.863178,2.376259,61.37,stop
SCOOTER_025,2023-01-01T18:42:45,48.883237,2.387275,36.85,start
SCOOTER_024,2023-01-01T18:43:00,48.850746,2.351315,55.26,stop
SCOOTER_015,2023-01-01T18:43:15,48.890381,2.383581,53.11,idle
SCOOTER_001,2023-01-01T18:43:30,48.851309,2.35734,47.57,start
SCOOTER_043,2023-01-01T18:43:45,48.851505,2.381115,99.76,stop
SCOOTER_037,2023-01-01T18:44:00,48.863757,2.360516,57.47,start
SCOOTER_045,2023-01-01T18:44:15,48.892895,2.341748,36.17,start
SCOOTER_012,2023-01-01T18:44:30,48.871691,2.371396,55.12,start
SCOOTER_004,2023-01-01T18:44:45,48.865557,2.369215,99.31,idle
SCOOTER_037,2023-01-01T18:45:00,48.894675,2.3532,50.39,idle
SCOOTER_035,2023-01-01T18:45:15,48.895394,2.374017,40.24,idle
SCOOTER_045,2023-01-01T18:45:30,48.860884,2.383133,36.84,stop
SCOOTER_011,2023-01-01T18:45:45,48.868577,2.366423,74.81,idle
SCOOTER_007,2023-01-01T18:46:00,48.898209,2.374935,49.93,stop
SCOOTER_041,2023-01-01T18:46:15,48.867976,2.378438,94.97,start
SCOOTER_047,2023-01-01T18:46:30,48.874765,2.34732,60.77,idle
SCOOTER_031,2023-01-01T18:46:45,48.864835,2.38824,47.33,idle
SCOOTER_035,2023-01-01T18:47:00,48.86198,2.347717,73.18,stop
SCOOTER_011,2023-01-01T18:47:15,48.860818,2.368228,96.21,stop
SCOOTER_045,2023-01-01T18:47:30,48.870646,2.360943,75.82,start
SCOOTER_039,2023-01-01T18:47:45,48.866928,2.378904,42.87,idle
SCOOTER_033,2023-01-01T18:48:00,48.881748,2.345646,46.48,stop
SCOOTER_032,2023-01-01T18:48:15,48.869747,2.359141,15.61,start
SCOOTER_028,2023-01-01T18:48:30,48.861635,2.389672,92.05,stop
SCOOTER_017,2023-01-01T18:48:45,48.855213,2.341932,51.32,idle
SCOOTER_002,2023-01-01T18:49:00,48.890167,2.366466,88.42,idle
SCOOTER_018,2023-01-01T18:49:15,48.877151,2.363439,82.07,stop
SCOOTER_021,2023-01-01T18:49:30,48.853118,2.384183,17.01,idle
SCOOTER_033,2023-01-01T18:49:45,48.857302,2.354196,91.67,start
SCOOTER_006,2023-01-01T18:50:00,48.855901,2.385624,17.23,idle
SCOOTER_012,2023-01-01T18:50:15,48.889931,2.385959,30.43,start
SCOOTER_048,2023-01-01T18:50:30,48.850602,2.375328,31.85,stop
SCOOTER_005,2023-01-01T18:50:45,48.852431,2.36415,47.65,idle
SCOOTER_031,2023-01-01T18:51:00,48.89851,2.357701,28.73,stop
SCOOTER_018,2023-01-01T18:51:15,48.868955,2.380187,77.84,idle
SCOOTER_031,2023-01-01T18:51:30,48.884929,2.356448,66.29,start
SCOOTER_034,2023-01-01T18:51:45,48.89792,2.361257,57.58,stop
SCOOTER_016,2023-01-01T18:52:00,48.892163,2.357786,37.21,stop
SCOOTER_040,2023-01-01T18:52:15,48.881981,2.380795,43.03,stop
SCOOTER_046,2023-01-01T18:52:30,48.858271,2.36718,82.53,idle
SCOOTER_006,2023-01-01T18:52:45,48.856305,2.371845,56.09,start
SCOOTER_047,2023-01-01T18:53:00,48.857138,2.371364,16.31,stop
SCOOTER_029,2023-01-01T18:53:15,48.854124,2.385552,78.85,start
SCOOTER_023,2023-01-01T18:53:30,48.886131,2.357156,19.67,stop
SCOOTER_002,2023-01-01T18:53:45,48.88831,2.372137,30.08,start
SCOOTER_028,2023-01-01T18:54:00,48.866853,2.384168,38.36,idle
SCOOTER_021,2023-01-01T18:54:15,48.878695,2.352525,64.0,start
SCOOTER_017,2023-01-01T18:54:30,48.87207,2.355548,18.58,idle
SCOOTER_020,2023-01-01T18:54:45,48.891238,2.369206,95.51,stop
SCOOTER_011,2023-01-01T18:55:00,48.876591,2.381643,57.21,idle
SCOOTER_006,2023-01-01T18:55:15,48.854169,2.377822,17.79,stop
SCOOTER_047,2023-01-01T18:55:30,48.877433,2.379652,56.06,stop
SCOOTER_041,2023-01-01T18:55:45,48.879595,2.342612,91.85,idle
SCOOTER_036,2023-01-01T18:56:00,48.878495,2.38821,59.66,idle
SCOOTER_036,2023-01-01T18:56:15,48.86306,2.365929,38.94,stop
SCOOTER_022,2023-01-01T18:56:30,48.892753,2.34872,99.1,idle
SCOOTER_033,2023-01-01T18:56:45,48.862325,2.377348,98.9,start
SCOOTER_042,2023-01-01T18:57:00,48.866838,2.354418,14.87,start
SCOOTER_017,2023-01-01T18:57:15,48.851866,2.375988,25.41,idle
SCOOTER_037,2023-01-01T18:57:30,48.850754,2.341846,11.31,start
SCOOTER_036,2023-01-01T18:57:45,48.881319,2.373462,46.94,idle
SCOOTER_024,2023-01-01T18:58:00,48.882682,2.350433,67.68,idle
SCOOTER_016,2023-01-01T18:58:15,48.857458,2.351196,65.05,start
SCOOTER_002,2023-01-01T18:58:30,48.876786,2.385407,83.61,start
SCOOTER_036,2023-01-01T18:58:45,48.873139,2.379391,69.55,idle
SCOOTER_033,2023-01-01T18:59:00,48.873578,2.342345,21.06,stop
SCOOTER_043,2023-01-01T18:59:15,48.892318,2.353867,24.93,start
SCOOTER_006,2023-01-01T18:59:30,48.897947,2.389452,33.89,stop
SCOOTER_038,2023-01-01T18:59:45,48.89779,2.342634,47.64,stop
SCOOTER_020,2023-01-01T19:00:00,48.884677,2.388339,90.38,start
SCOOTER_038,2023-01-01T19:00:15,48.856821,2.344936,80.04,start
SCOOTER_019,2023-01-01T19:00:30,48.854955,2.378963,79.77,start
SCOOTER_020,2023-01-01T19:00:45,48.861665,2.36327,53.63,stop
SCOOTER_025,2023-01-01T19:01:00,48.897589,2.374554,21.97,stop
SCOOTER_026,2023-01-01T19:01:15,48.85415,2.343726,24.68,start
SCOOTER_031,2023-01-01T19:01:30,48.854079,2.348001,19.49,idle
SCOOTER_040,2023-01-01T19:01:45,48.886449,2.363672,31.07,start
SCOOTER_005,2023-01-01T19:02:00,48.859281,2.38163,77.7,idle
SCOOTER_037,2023-01-01T19:02:15,48.853522,2.353591,50.96,start
SCOOTER_023,2023-01-01T19:02:30,48.881299,2.351032,58.08,start
SCOOTER_026,2023-01-01T19:02:45,48.867646,2.342692,63.6,stop
SCOOTER_036,2023-01-01T19:03:00,48.851355,2.386786,92.93,stop
SCOOTER_003,2023-01-01T19:03:15,48.862373,2.372795,32.49,start
SCOOTER_013,2023-01-01T19:03:30,48.86975,2.350852,37.35,stop
SCOOTER_014,2023-01-01T19:03:45,48.86003,2.373359,43.07,stop
SCOOTER_017,2023-01-01T19:04:00,48.894728,2.389686,15.57,stop
SCOOTER_007,2023-01-01T19:04:15,48.895374,2.366156,97.62,idle
SCOOTER_030,2023-01-01T19:04:30,48.898806,2.379013,56.26,stop
SCOOTER_041,2023-01-01T19:04:45,48.854422,2.344625,68.21,start
SCOOTER_043,2023-01-01T19:05:00,48.868489,2.381519,86.17,start
SCOOTER_048,2023-01-01T19:05:15,48.858861,2.368623,16.95,stop
SCOOTER_039,2023-01-01T19:05:30,48.895634,2.365182,81.67,stop
SCOOTER_027,2023-01-01T19:05:45,48.894786,2.344013,27.3,stop
SCOOTER_045,2023-01-01T19:06:00,48.882166,2.373728,85.27,stop
SCOOTER_030,2023-01-01T19:06:15,48.878975,2.346956,23.88,stop
SCOOTER_009,2023-01-01T19:06:30,48.888451,2.378141,84.07,start
SCOOTER_022,2023-01-01T19:06:45,48.866025,2.341053,90.16,stop
SCOOTER_003,2023-01-01T19:07:00,48.894165,2.382064,15.9,idle
SCOOTER_050,2023-01-01T19:07:15,48.862078,2.363584,80.17,stop
SCOOTER_047,2023-01-01T19:07:30,48.883284,2.352596,99.84,start
SCOOTER_019,2023-01-01T19:07:45,48.864209,2.389472,56.01,start
SCOOTER_005,2023-01-01T19:08:00,48.896129,2.378226,22.34,idle
SCOOTER_035,2023-01-01T19:08:15,48.852613,2.358819,79.23,start
SCOOTER_016,2023-01-01T19:08:30,48.898885,2.341481,65.15,idle
SCOOTER_028,2023-01-01T19:08:45,48.858122,2.349813,32.72,start
SCOOTER_031,2023-01-01T19:09:00,48.898323,2.377874,81.85,stop
SCOOTER_002,2023-01-01T19:09:15,48.868166,2.384001,47.01,stop
SCOOTER_038,2023-01-01T19:09:30,48.872032,2.373429,27.77,idle
SCOOTER_032,2023-01-01T19:09:45,48.858231,2.364236,65.17,idle
SCOOTER_025,2023-01-01T19:10:00,48.855563,2.360736,81.04,stop
SCOOTER_040,2023-01-01T19:10:15,48.876983,2.366073,57.37,idle
SCOOTER_039,2023-01-01T19:10:30,48.851205,2.360462,41.01,start
SCOOTER_021,2023-01-01T19:10:45,48.886143,2.379329,48.64,stop
SCOOTER_002,2023-01-01T19:11:00,48.8661,2.346859,26.16,start
SCOOTER_023,2023-01-01T19:11:15,48.894946,2.368458,28.99,stop
SCOOTER_023,2023-01-01T19:11:30,48.878327,2.387344,65.4,stop
SCOOTER_039,2023-01-01T19:11:45,48.858455,2.35982,66.37,idle
SCOOTER_007,2023-01-01T19:12:00,48.857109,2.363363,15.0,idle
SCOOTER_006,2023-01-01T19:12:15,48.885544,2.357747,75.79,stop
SCOOTER_028,2023-01-01T19:12:30,48.870957,2.360005,87.35,start
SCOOTER_019,2023-01-01T19:12:45,48.895207,2.361464,92.69,idle
SCOOTER_036,2023-01-01T19:13:00,48.883338,2.372522,31.04,idle
SCOOTER_001,2023-01-01T19:13:15,48.868354,2.37212,62.01,idle
SCOOTER_025,2023-01-01T19:13:30,48.888878,2.360143,82.03,stop
SCOOTER_034,2023-01-01T19:13:45,48.85228,2.380469,60.59,idle
SCOOTER_013,2023-01-01T19:14:00,48.870394,2.389289,95.76,idle
SCOOTER_013,2023-01-01T19:14:15,48.868026,2.355596,13.5,idle
SCOOTER_015,2023-01-01T19:14:30,48.885291,2.358489,32.52,stop
SCOOTER_012,2023-01-01T19:14:45,48.864054,2.355472,50.42,stop
SCOOTER_017,2023-01-01T19:15:00,48.858936,2.358035,77.66,stop
SCOOTER_042,2023-01-01T19:15:15,48.880202,2.350277,40.41,idle
SCOOTER_004,2023-01-01T19:15:30,48.880936,2.37497,31.97,stop
SCOOTER_003,2023-01-01T19:15:45,48.871245,2.344494,69.0,start
SCOOTER_043,2023-01-01T19:16:00,48.8876,2.353892,56.15,start
SCOOTER_019,2023-01-01T19:16:15,48.866776,2.344676,26.34,start
SCOOTER_008,2023-01-01T19:16:30,48.874086,2.357006,50.18,idle
SCOOTER_032,2023-01-01T19:16:45,48.871718,2.351274,98.87,start
SCOOTER_040,2023-01-01T19:17:00,48.856284,2.386031,70.98,idle
SCOOTER_040,2023-01-01T19:17:15,48.86769,2.361086,95.57,stop
SCOOTER_022,2023-01-01T19:17:30,48.895686,2.377358,32.78,start
SCOOTER_019,2023-01-01T19:17:45,48.894336,2.340088,48.89,stop
SCOOTER_046,2023-01-01T19:18:00,48.880898,2.342338,80.53,idle
SCOOTER_038,2023-01-01T19:18:15,48.871011,2.371307,54.95,idle
SCOOTER_008,2023-01-01T19:18:30,48.898183,2.388954,71.46,idle
SCOOTER_008,2023-01-01T19:18:45,48.868128,2.349184,19.9,start
SCOOTER_046,2023-01-01T19:19:00,48.866882,2.386212,19.44,start
SCOOTER_050,2023-01-01T19:19:15,48.868446,2.366137,72.72,stop
SCOOTER_021,2023-01-01T19:19:30,48.853959,2.345671,77.79,idle
SCOOTER_024,2023-01-01T19:19:45,48.865428,2.376125,57.72,start
SCOOTER_003,2023-01-01T19:20:00,48.870788,2.366225,85.36,stop
SCOOTER_014,2023-01-01T19:20:15,48.855824,2.387157,94.32,idle
SCOOTER_032,2023-01-01T19:20:30,48.871601,2.379689,97.33,start
SCOOTER_033,2023-01-01T19:20:45,48.869337,2.371962,17.04,idle
SCOOTER_030,2023-01-01T19:21:00,48.876167,2.357791,50.6,stop
SCOOTER_032,2023-01-01T19:21:15,48.850287,2.377821,28.59,start
SCOOTER_025,2023-01-01T19:21:30,48.86624,2.354362,34.85,stop
SCOOTER_001,2023-01-01T19:21:45,48.852326,2.370308,82.84,idle
SCOOTER_039,2023-01-01T19:22:00,48.869597,2.382566,70.08,start
SCOOTER_032,2023-01-01T19:22:15,48.873037,2.357363,88.05,idle
SCOOTER_041,2023-01-01T19:22:30,48.877353,2.359741,69.37,idle
SCOOTER_039,2023-01-01T19:22:45,48.899795,2.367123,85.87,idle
SCOOTER_034,2023-01-01T19:23:00,48.895252,2.370546,17.6,start
SCOOTER_024,2023-01-01T19:23:15,48.854089,2.348014,38.65,start
SCOOTER_004,2023-01-01T19:23:30,48.873798,2.363303,70.6,idle
SCOOTER_043,2023-01-01T19:23:45,48.85564,2.363191,48.31,start
SCOOTER_005,2023-01-01T19:24:00,48.85519,2.356043,78.04,start
SCOOTER_041,2023-01-01T19:24:15,48.89966,2.388968,99.46,idle
SCOOTER_008,2023-01-01T19:24:30,48.873944,2.364028,11.99,stop
SCOOTER_013,2023-01-01T19:24:45,48.881172,2.361663,70.28,idle
SCOOTER_014,2023-01-01T19:25:00,48.885438,2.343848,71.31,start
SCOOTER_043,2023-01-01T19:25:15,48.856601,2.362614,32.39,start
SCOOTER_028,2023-01-01T19:25:30,48.87633,2.366033,55.75,stop
SCOOTER_021,2023-01-01T19:25:45,48.881917,2.389856,50.43,stop
SCOOTER_032,2023-01-01T19:26:00,48.878312,2.380403,47.91,start
SCOOTER_021,2023-01-01T19:26:15,48.890335,2.340921,57.86,stop
SCOOTER_022,2023-01-01T19:26:30,48.886822,2.378717,74.88,idle
SCOOTER_048,2023-01-01T19:26:45,48.885905,2.361399,76.92,idle
SCOOTER_031,2023-01-01T19:27:00,48.885486,2.370547,36.05,stop
SCOOTER_030,2023-01-01T19:27:15,48.878002,2.368963,36.53,idle
SCOOTER_005,2023-01-01T19:27:30,48.870927,2.342164,47.41,start
SCOOTER_002,2023-01-01T19:27:45,48.862409,2.35091,73.87,stop
SCOOTER_024,2023-01-01T19:28:00,48.892302,2.388027,31.16,start
SCOOTER_006,2023-01-01T19:28:15,48.895462,2.368911,66.28,stop
SCOOTER_011,2023-01-01T19:28:30,48.887992,2.383294,95.18,start
SCOOTER_050,2023-01-01T19:28:45,48.870648,2.370873,62.69,stop
SCOOTER_028,2023-01-01T19:29:00,48.852594,2.386404,93.8,idle
SCOOTER_046,2023-01-01T19:29:15,48.875906,2.364182,52.71,stop
SCOOTER_018,2023-01-01T19:29:30,48.895077,2.388024,49.58,idle
SCOOTER_002,2023-01-01T19:29:45,48.862017,2.367617,13.64,idle
SCOOTER_015,2023-01-01T19:30:00,48.852389,2.373951,51.68,idle
SCOOTER_036,2023-01-01T19:30:15,48.852411,2.356735,38.14,start
SCOOTER_028,2023-01-01T19:30:30,48.850403,2.344757,54.27,start
SCOOTER_029,2023-01-01T19:30:45,48.895138,2.380657,24.91,start
SCOOTER_034,2023-01-01T19:31:00,48.877392,2.354945,25.18,start
SCOOTER_047,2023-01-01T19:31:15,48.866158,2.353875,26.44,start
SCOOTER_033,2023-01-01T19:31:30,48.85862,2.368362,39.94,stop
SCOOTER_045,2023-01-01T19:31:45,48.850978,2.359282,66.05,stop
SCOOTER_006,2023-01-01T19:32:00,48.885416,2.371482,60.34,stop
SCOOTER_007,2023-01-01T19:32:15,48.885651,2.382106,83.9,start
SCOOTER_008,2023-01-01T19:32:30,48.863468,2.34713,82.33,start
SCOOTER_047,2023-01-01T19:32:45,48.86898,2.357354,15.09,start
SCOOTER_043,2023-01-01T19:33:00,48.851961,2.368347,39.26,idle
SCOOTER_011,2023-01-01T19:33:15,48.860591,2.377257,17.77,idle
SCOOTER_049,2023-01-01T19:33:30,48.856695,2.369287,62.09,start
SCOOTER_034,2023-01-01T19:33:45,48.85896,2.369066,94.13,idle
SCOOTER_003,2023-01-01T19:34:00,48.870914,2.386902,17.79,stop
SCOOTER_033,2023-01-01T19:34:15,48.894476,2.3428,75.81,idle
SCOOTER_028,2023-01-01T19:34:30,48.868962,2.35241,77.98,idle
SCOOTER_043,2023-01-01T19:34:45,48.893094,2.368109,56.3,idle
SCOOTER_048,2023-01-01T19:35:00,48.864206,2.349063,91.38,start
SCOOTER_023,2023-01-01T19:35:15,48.889613,2.362005,86.17,start
SCOOTER_005,2023-01-01T19:35:30,48.886025,2.359351,85.73,start
SCOOTER_002,2023-01-01T19:35:45,48.852596,2.382331,41.92,idle
SCOOTER_003,2023-01-01T19:36:00,48.861249,2.36254,74.33,stop
SCOOTER_045,2023-01-01T19:36:15,48.872624,2.370791,43.43,start
SCOOTER_050,2023-01-01T19:36:30,48.857599,2.348447,71.45,start
SCOOTER_009,2023-01-01T19:36:45,48.883042,2.347161,15.9,stop
SCOOTER_046,2023-01-01T19:37:00,48.886035,2.38787,14.39,start
SCOOTER_034,2023-01-01T19:37:15,48.860833,2.387905,14.28,stop
SCOOTER_018,2023-01-01T19:37:30,48.856326,2.348862,54.97,start
SCOOTER_037,2023-01-01T19:37:45,48.883449,2.348445,38.9,idle
SCOOTER_002,2023-01-01T19:38:00,48.893337,2.361707,93.33,stop
SCOOTER_046,2023-01-01T19:38:15,48.888364,2.380272,49.08,stop
SCOOTER_046,2023-01-01T19:38:30,48.874956,2.362993,83.95,start
SCOOTER_003,2023-01-01T19:38:45,48.881431,2.346422,93.9,stop
SCOOTER_032,2023-01-01T19:39:00,48.869021,2.349233,76.42,idle
SCOOTER_006,2023-01-01T19:39:15,48.887974,2.361346,69.37,stop
SCOOTER_048,2023-01-01T19:39:30,48.88979,2.345877,16.08,start
SCOOTER_019,2023-01-01T19:39:45,48.884955,2.367108,51.21,start
SCOOTER_044,2023-01-01T19:40:00,48.882983,2.347606,76.96,start
SCOOTER_043,2023-01-01T19:40:15,48.895401,2.356279,82.8,idle
SCOOTER_019,2023-01-01T19:40:30,48.87538,2.379326,79.91,stop
SCOOTER_033,2023-01-01T19:40:45,48.863747,2.361402,97.13,stop
SCOOTER_021,2023-01-01T19:41:00,48.885671,2.342827,36.95,idle
SCOOTER_024,2023-01-01T19:41:15,48.861682,2.345268,99.13,start
SCOOTER_047,2023-01-01T19:41:30,48.860879,2.37679,26.07,start
SCOOTER_016,2023-01-01T19:41:45,48.870193,2.342904,10.34,idle
SCOOTER_011,2023-01-01T19:42:00,48.854742,2.385341,32.56,idle
SCOOTER_008,2023-01-01T19:42:15,48.874628,2.362627,23.18,start
SCOOTER_049,2023-01-01T19:42:30,48.881292,2.388822,31.06,start
SCOOTER_018,2023-01-01T19:42:45,48.863228,2.374258,92.11,idle
SCOOTER_026,2023-01-01T19:43:00,48.850768,2.360541,62.72,start
SCOOTER_003,2023-01-01T19:43:15,48.87969,2.35264,17.95,stop
SCOOTER_022,2023-01-01T19:43:30,48.869992,2.365318,83.6,start
SCOOTER_028,2023-01-01T19:43:45,48.891656,2.350344,46.72,stop
SCOOTER_017,2023-01-01T19:44:00,48.897617,2.384126,67.57,start
SCOOTER_013,2023-01-01T19:44:15,48.868639,2.356537,58.81,idle
SCOOTER_022,2023-01-01T19:44:30,48.882162,2.378174,48.49,stop
SCOOTER_024,2023-01-01T19:44:45,48.898703,2.381258,25.94,idle
SCOOTER_042,2023-01-01T19:45:00,48.893157,2.383845,54.41,idle
SCOOTER_009,2023-01-01T19:45:15,48.897936,2.371761,53.04,stop
SCOOTER_048,2023-01-01T19:45:30,48.887926,2.370662,23.69,idle
SCOOTER_008,2023-01-01T19:45:45,48.893276,2.38619,56.41,start
SCOOTER_037,2023-01-01T19:46:00,48.894037,2.374907,76.88,stop
SCOOTER_047,2023-01-01T19:46:15,48.8919,2.372521,27.5,idle
SCOOTER_017,2023-01-01T19:46:30,48.860085,2.37333,26.84,stop
SCOOTER_047,2023-01-01T19:46:45,48.855714,2.36527,92.18,start
SCOOTER_021,2023-01-01T19:47:00,48.853143,2.372933,88.26,idle
SCOOTER_038,2023-01-01T19:47:15,48.892092,2.38882,20.59,stop
SCOOTER_001,2023-01-01T19:47:30,48.864512,2.368567,54.15,idle
SCOOTER_012,2023-01-01T19:47:45,48.888314,2.376161,43.85,idle
SCOOTER_016,2023-01-01T19:48:00,48.882268,2.359317,29.11,idle
SCOOTER_009,2023-01-01T19:48:15,48.888341,2.372222,13.59,stop
SCOOTER_014,2023-01-01T19:48:30,48.866886,2.356304,28.38,stop
SCOOTER_019,2023-01-01T19:48:45,48.882119,2.349825,71.45,start
SCOOTER_041,2023-01-01T19:49:00,48.885721,2.382167,19.66,stop
SCOOTER_050,2023-01-01T19:49:15,48.856959,2.361223,36.84,start
SCOOTER_047,2023-01-01T19:49:30,48.865701,2.377676,38.51,start
SCOOTER_042,2023-01-01T19:49:45,48.863347,2.38355,73.23,stop
SCOOTER_012,2023-01-01T19:50:00,48.884151,2.378454,96.58,idle
SCOOTER_021,2023-01-01T19:50:15,48.861212,2.377903,66.86,idle
SCOOTER_024,2023-01-01T19:50:30,48.857182,2.380333,47.22,stop
SCOOTER_031,2023-01-01T19:50:45,48.873153,2.348922,34.66,idle
SCOOTER_035,2023-01-01T19:51:00,48.886451,2.375845,67.67,start
SCOOTER_042,2023-01-01T19:51:15,48.874391,2.381572,28.29,start
SCOOTER_036,2023-01-01T19:51:30,48.893008,2.376741,20.17,stop
SCOOTER_026,2023-01-01T19:51:45,48.857732,2.374338,24.65,start
SCOOTER_036,2023-01-01T19:52:00,48.871179,2.351801,86.08,idle
SCOOTER_016,2023-01-01T19:52:15,48.899493,2.385094,60.98,stop
SCOOTER_040,2023-01-01T19:52:30,48.866066,2.342179,74.48,stop
SCOOTER_038,2023-01-01T19:52:45,48.853558,2.380711,19.99,start
SCOOTER_043,2023-01-01T19:53:00,48.895832,2.352774,16.93,stop
SCOOTER_046,2023-01-01T19:53:15,48.886208,2.362974,56.78,stop
SCOOTER_036,2023-01-01T19:53:30,48.88222,2.35941,56.37,stop
SCOOTER_003,2023-01-01T19:53:45,48.861321,2.381674,86.7,start
